[INFO ] 2025-10-23 18:46:53,675 [repositories/fdp | o.e.r.h.s.r.t.TransactionController] PUT txn operation request finished.
[INFO ] 2025-10-23 18:47:01,691 [repositories/fdp | c.o.g.s.h.GraphDBQueryResultHandler] POST query 2019807964
[INFO ] 2025-10-23 18:47:01,700 [repositories/fdp | c.o.g.s.TupleQueryResultView] Request for query 2019807964 is finished
[INFO ] 2025-10-23 18:47:50,958 [repositories/fdp | o.e.r.h.s.r.t.TransactionStartController] POST transaction start
[INFO ] 2025-10-23 18:47:50,968 [repositories/fdp | o.e.r.h.s.r.t.TransactionStartController] transaction started
[INFO ] 2025-10-23 18:47:50,974 [repositories/fdp | o.e.r.h.s.r.t.TransactionController] PUT txn operation
[INFO ] 2025-10-23 18:47:51,002 [repositories/fdp | o.e.r.h.s.r.t.TransactionController] PUT txn operation request finished.
[INFO ] 2025-10-23 18:47:51,006 [repositories/fdp | o.e.r.h.s.r.t.TransactionController] PUT txn operation
[INFO ] 2025-10-23 18:47:51,452 [repositories/fdp | o.e.r.h.s.r.t.TransactionController] PUT txn operation request finished.
[INFO ] 2025-10-23 18:47:51,457 [repositories/fdp | o.e.r.h.s.r.t.TransactionStartController] POST transaction start
[INFO ] 2025-10-23 18:47:51,467 [repositories/fdp | o.e.r.h.s.r.t.TransactionStartController] transaction started
[INFO ] 2025-10-23 18:47:51,473 [repositories/fdp | o.e.r.h.s.r.t.TransactionController] PUT txn operation
